date,statement
08/28/2018,"August 28, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from July 9 through August 1, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
08/23/2018,"August 23, 2018

For release at 3:30 p.m. EDT                     
                
                

Share

On August 23, 2018, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point.

Following are the results of the operation:

The awarded deposits will settle on August 23, 2018, and will mature on August 30, 2018. The operation effective rate will apply to all awarded deposits.

For media inquiries, call 202-452-2955."
08/22/2018,"August 22, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on July 31-August 1, 2018.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
July 31-August 1, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
08/16/2018,"August 16, 2018

For release at 10:00 a.m. EDT                     
                
                

Share

The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in August. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy.

On August 23, 2018, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $250,000,000. The operation window will be open from 10:30 a.m. EDT to 12:30 p.m. EDT, and awarded deposits will settle the same day the operation is executed.

Description of Operation and Tender Parameters

Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.frbservices.org/sign-in/term-deposit-facility.html) between the opening time and the closing time on the operation date.

All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full.

Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EDT and 12:00 p.m. EDT.

See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html).

Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application.

Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EDT on the notification date.

The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html).

Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html.

For media inquiries, call 202-452-2955."
08/01/2018,"August 01, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in June indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has stayed low. Household spending and business fixed investment have grown strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1-3/4 to 2 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.

Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Esther L. George; Loretta J. Mester; and Randal K. Quarles.

Implementation Note issued August 1, 2018"
07/10/2018,"July 10, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from June 4 and June 13, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
07/05/2018,"July 05, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Thursday released the attached minutes of the Committee meeting held on June 12-13, 2018. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
June 12-13, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
06/14/2018,"June 14, 2018

For release at 1:30 p.m. EDT                     
                
                

Share

The Federal Reserve Board has approved action on Thursday by the Board of Directors of the Federal Reserve Bank of New York, increasing the discount rate (the primary credit rate) at the Bank from 2-1/4 percent to 2-1/2 percent, effective immediately.

For media inquiries, call (202) 452-2955"
06/13/2018,"June 13, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in May indicates that the labor market has continued to strengthen and that economic activity has been rising at a solid rate. Job gains have been strong, on average, in recent months, and the unemployment rate has declined. Recent data suggest that growth of household spending has picked up, while business fixed investment has continued to grow strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy have moved close to 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.

In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 1-3/4 to 2 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.

Voting for the FOMC monetary policy action were Jerome H. Powell, Chairman; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Randal K. Quarles; and John C. Williams.

Implementation Note issued June 13, 2018"
05/29/2018,"May 29, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from April 23 and May 2, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
05/25/2018,"May 25, 2018

For release at 12:00 p.m. EDT                     
                
                

Share

The Federal Open Market Committee on Friday announced its tentative meeting schedule for 2019:

January 29-30 (Tuesday-Wednesday)

March 19-20 (Tuesday-Wednesday)

April 30-May 1 (Tuesday-Wednesday)

June 18-19 (Tuesday-Wednesday)

July 30-31 (Tuesday-Wednesday)

September 17-18 (Tuesday-Wednesday)

October 29-30 (Tuesday-Wednesday)

December 10-11 (Tuesday-Wednesday)

January 28-29, 2020 (Tuesday-Wednesday)

The Chairman's quarterly news conferences will take place following the March, June, September, and December meetings.

For media inquiries, call 202-452-2955."
05/23/2018,"May 23, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on May 1-2, 2018.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
May 1-2, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
05/17/2018,"May 17, 2018

For release at 3:30 p.m. EDT                     
                
                

Share

On May 17, 2018, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point.

Following are the results of the operation:



The awarded deposits will settle on May 17, 2018, and will mature on May 24, 2018. The operation effective rate will apply to all awarded deposits.

For media inquiries, call 202-452-2955."
05/10/2018,"May 10, 2018

For release at 10:00 a.m. EDT                     
                
                

Share

The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in May. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy. The Federal Reserve plans to conduct a similar routine TDF test operation in the second half of 2018. The schedule and terms for future test operations will be announced at later dates.

On May 17, 2018, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $250,000,000. The operation window will be open from 10:30 a.m. EDT to 12:30 p.m. EDT, and awarded deposits will settle the same day the operation is executed.

Description of Operation and Tender Parameters

Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.frbservices.org/sign-in/term-deposit-facility.html) between the opening time and the closing time on the operation date.

All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full.

Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EDT and 12:00 p.m. EDT.

See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html).

Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application.

Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EDT on the notification date.

The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html).

Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at https://www.frbservices.org/central-bank/reserves-central/term-deposit-facility/index.html.

For media inquiries, call 202-452-2955.

"
05/02/2018,"May 02, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in March indicates that the labor market has continued to strengthen and that economic activity has been rising at a moderate rate. Job gains have been strong, on average, in recent months, and the unemployment rate has stayed low. Recent data suggest that growth of household spending moderated from its strong fourth-quarter pace, while business fixed investment continued to grow strongly. On a 12-month basis, both overall inflation and inflation for items other than food and energy have moved close to 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong. Inflation on a 12-month basis is expected to run near the Committee's symmetric 2 percent objective over the medium term. Risks to the economic outlook appear roughly balanced.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1-1/2 to 1-3/4 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

Voting for the FOMC monetary policy action were Jerome H. Powell, Chairman; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Randal K. Quarles; and John C. Williams.

Implementation Note issued May 2, 2018"
04/17/2018,"April 17, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from February 26 through March 21, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
04/11/2018,"April 11, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on March 20-21, 2018. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
March 20-21, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
03/22/2018,"March 22, 2018

For release at 4:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of Chicago and Minneapolis, increasing the discount rate (the primary credit rate) at the Banks from 2 percent to 2-1/4 percent, effective immediately.

For media inquiries, call (202) 452-2955"
03/21/2018,"March 21, 2018

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in January indicates that the labor market has continued to strengthen and that economic activity has been rising at a moderate rate. Job gains have been strong in recent months, and the unemployment rate has stayed low. Recent data suggest that growth rates of household spending and business fixed investment have moderated from their strong fourth-quarter readings. On a 12-month basis, both overall inflation and inflation for items other than food and energy have continued to run below 2 percent. Market-based measures of inflation compensation have increased in recent months but remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The economic outlook has strengthened in recent months. The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong. Inflation on a 12-month basis is expected to move up in coming months and to stabilize around the Committee's 2 percent objective over the medium term. Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.

In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 1-1/2 to 1-3/4 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

Voting for the FOMC monetary policy action were Jerome H. Powell, Chairman; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Randal K. Quarles; and John C. Williams.

Implementation Note issued March 21, 2018"
02/27/2018,"February 27, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 22 and January 31, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
02/21/2018,"February 21, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 30-31, 2018.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
January 30-31, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
01/31/2018,"January 31, 2018

For release at 2:00 p.m. EST                     
                
                

Share

Information received since the Federal Open Market Committee met in December indicates that the labor market has continued to strengthen and that economic activity has been rising at a solid rate. Gains in employment, household spending, and business fixed investment have been solid, and the unemployment rate has stayed low. On a 12-month basis, both overall inflation and inflation for items other than food and energy have continued to run below 2 percent. Market-based measures of inflation compensation have increased in recent months but remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market conditions will remain strong. Inflation on a 12âmonth basis is expected to move up this year and to stabilize around the Committee's 2 percent objective over the medium term. Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1-1/4 to 1â1/2 percent. The stance of monetary policy remains accommodative, thereby supporting strong labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant further gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

Voting for the FOMC monetary policy action were Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Lael Brainard; Loretta J. Mester; Jerome H. Powell; Randal K. Quarles; and John C. Williams.

Implementation Note issued January 31, 2018"
01/09/2018,"January 09, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from December 4 and December 13, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
01/03/2018,"January 03, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on December 12-13, 2017. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
December 12-13, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
12/11/2019,"December 11, 2019

For release at 2:00 p.m. EST                     
                
                

Share

Information received since the Federal Open Market Committee met in October indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a strong pace, business fixed investment and exports remain weak. On a 12âmonth basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee decided to maintain the target range for the federal funds rate at 1â1/2 to 1-3/4 percent. The Committee judges that the current stance of monetary policy is appropriate to support sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including global developments and muted inflation pressures, as it assesses the appropriate path of the target range for the federal funds rate.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.

Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; Esther L. George; Randal K. Quarles; and Eric S. Rosengren.

Implementation Note issued December 11, 2019"
11/26/2019,"November 26, 2019

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from October 7 through October 30, 2019.

The minutes are attached.

For media inquiries, call 202-452-2955."
11/20/2019,"November 20, 2019

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on October 29-30, 2019 and of the conference call held on October 4, 2019.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Boardâs Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at  http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

For media inquiries, call 202-452-2955

Minutes of the Federal Open Market Committee
October 4 and October 29-30, 2019: HTML | PDF"
10/31/2019,"October 31, 2019

For release at 4:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, and Dallas decreasing the discount rate (the primary credit rate) at the Banks from 2-1/2 percent to 2-1/4 percent, effective immediately.

For media inquiries, call (202) 452-2955"
10/30/2019,"October 30, 2019

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in September indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a strong pace, business fixed investment and exports remain weak. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. In light of the implications of global developments for the economic outlook as well as muted inflation pressures, the Committee decided to lower the target range for the federal funds rate to 1-1/2 to 1-3/4 percent. This action supports the Committee's view that sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective are the most likely outcomes, but uncertainties about this outlook remain. The Committee will continue to monitor the implications of incoming information for the economic outlook as it assesses the appropriate path of the target range for the federal funds rate.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.

Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; James Bullard; Richard H. Clarida; Charles L. Evans; and Randal K. Quarles. Voting against this action were: Esther L. George and Eric S. Rosengren, who preferred at this meeting to maintain the target range at 1-3/4 percent to 2 percent.

Implementation Note issued October 30, 2019"
10/15/2019,"October 15, 2019

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings on August 26 and September 18, 2019.

The minutes are attached.

For media inquiries, call 202-452-2955."
10/11/2019,"October 11, 2019

For release at 11:00 a.m. EDT                     
                
                

Share

Consistent with its January 2019 Statement Regarding Monetary Policy Implementation and Balance Sheet Normalization, the Committee reaffirms its intention to implement monetary policy in a regime in which an ample supply of reserves ensures that control over the level of the federal funds rate and other short-term interest rates is exercised primarily through the setting of the Federal Reserve's administered rates, and in which active management of the supply of reserves is not required. To ensure that the supply of reserves remains ample, the Committee approved by notation vote completed on October 11, 2019 the following steps:

These actions are purely technical measures to support the effective implementation of the FOMC's monetary policy, and do not represent a change in the stance of monetary policy. The Committee will continue to monitor money market developments as it assesses the level of reserves most consistent with efficient and effective policy implementation. The Committee stands ready to adjust the details of these plans as necessary to foster efficient and effective implementation of monetary policy.

In connection with these plans, the Federal Open Market Committee voted unanimously to authorize and direct the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive:

""Effective October 15, 2019, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 1-3/4 to 2 percent. In light of recent and expected increases in the Federal Reserve's non-reserve liabilities, the Committee directs the Desk to purchase Treasury bills at least into the second quarter of next year to maintain over time ample reserve balances at or above the level that prevailed in early September 2019. The Committee also directs the Desk to conduct term and overnight repurchase agreement operations at least through January of next year to ensure that the supply of reserves remains ample even during periods of sharp increases in non-reserve liabilities, and to mitigate the risk of money market pressures that could adversely affect policy implementation. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 1.70 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per-counterparty limit of $30 billion per day.

The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve's holdings of Treasury securities and to continue reinvesting all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities received during each calendar month. Principal payments from agency debt and agency mortgage-backed securities up to $20 billion per month will continue to be reinvested in Treasury securities to roughly match the maturity composition of Treasury securities outstanding; principal payments in excess of $20 billion per month will continue to be reinvested in agency mortgage-backed securities. Small deviations from these amounts for operational reasons are acceptable.

The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions.""

More information about these plans may be found on the Federal Reserve Bank of New York's website.

Statement Regarding Treasury Bill Purchases and Repurchase Operations

FAQs: Repurchase Agreement Operations

FAQs: Treasury Reserve Management and Reinvestment Purchases"
10/09/2019,"October 09, 2019

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on September 17-18, 2019. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

For media inquiries, call 202-452-2955

Minutes of the Federal Open Market Committee
September 17-18, 2019: HTML | PDF"
09/20/2019,"September 20, 2019

For release at 10:00 a.m. EDT                     
                
                

Share

The Federal Reserve Board has approved an action by the Board of Directors of the Federal Reserve Bank of Philadelphia decreasing the discount rate (the primary credit rate) at the Bank from 2â3/4 percent to 2-1/2 percent, effective immediately.

For media inquiries, call (202) 452-2955"
